timestamp,open,high,low,close,volume,num_trades
2025-02-01 04:00:00,102249.19,102273.83,102229.86,102254.35,9.64481,2174.0
2025-02-01 04:01:00,102254.35,102271.98,102254.34,102271.98,4.15459,1282.0
2025-02-01 04:02:00,102271.98,102274.5,102267.5,102267.51,4.80179,665.0
2025-02-01 04:03:00,102267.5,102284.0,102267.5,102283.99,4.09239,816.0
2025-02-01 04:04:00,102284.0,102303.38,102284.0,102303.37,4.69809,1100.0
2025-02-01 04:05:00,102303.37,102312.21,102292.0,102304.12,11.50578,1570.0
2025-02-01 04:06:00,102304.12,102331.16,102267.5,102269.15,9.17513,2341.0
2025-02-01 04:07:00,102269.14,102292.04,102254.35,102254.36,6.15607,1425.0
2025-02-01 04:08:00,102254.36,102254.36,102210.09,102218.58,7.79303,2042.0
2025-02-01 04:09:00,102218.57,102218.57,102118.56,102145.92,16.45217,3749.0
2025-02-01 04:10:00,102145.92,102195.73,102144.54,102195.73,7.39121,2088.0
2025-02-01 04:11:00,102195.73,102277.99,102195.73,102277.99,11.15199,1971.0
2025-02-01 04:12:00,102277.99,102286.92,102271.17,102271.18,2.20383,810.0
2025-02-01 04:13:00,102271.17,102271.18,102198.99,102199.0,3.59699,1290.0
2025-02-01 04:14:00,102199.0,102224.49,102188.8,102201.01,3.06545,1206.0
2025-02-01 04:15:00,102201.0,102245.4,102201.0,102208.51,10.3517,1675.0
2025-02-01 04:16:00,102208.51,102208.52,102177.84,102178.58,2.37141,867.0
2025-02-01 04:17:00,102178.57,102202.89,102170.33,102194.02,4.09835,1027.0
2025-02-01 04:18:00,102194.02,102213.13,102194.01,102213.13,3.54698,876.0
2025-02-01 04:19:00,102213.12,102232.0,102213.12,102231.99,1.51796,673.0
2025-02-01 04:20:00,102232.0,102232.0,102196.0,102196.01,7.79134,684.0
2025-02-01 04:21:00,102196.01,102233.87,102196.0,102233.86,3.02587,1019.0
2025-02-01 04:22:00,102233.87,102259.97,102226.21,102236.85,9.60261,1489.0
2025-02-01 04:23:00,102237.32,102237.32,102215.0,102231.72,5.2734,924.0
2025-02-01 04:24:00,102231.73,102236.52,102227.91,102236.51,4.15205,539.0
