timestamp,open,high,low,close,volume,num_trades
2025-06-11 03:00:00,109677.03,109720.94,109665.18,109710.06,8.50253,1858.0
2025-06-11 03:01:00,109710.05,109710.06,109677.89,109677.9,9.44218,734.0
2025-06-11 03:02:00,109677.9,109695.64,109677.89,109690.7,3.53765,1045.0
2025-06-11 03:03:00,109690.7,109693.52,109690.69,109693.51,1.09982,219.0
2025-06-11 03:04:00,109693.52,109711.35,109693.51,109711.34,1.34396,641.0
2025-06-11 03:05:00,109711.35,109732.67,109711.34,109732.66,2.20727,885.0
2025-06-11 03:06:00,109732.67,109736.52,109732.66,109736.51,0.93541,293.0
2025-06-11 03:07:00,109736.51,109736.52,109711.35,109711.35,3.63575,1082.0
2025-06-11 03:08:00,109711.35,109711.36,109709.14,109709.15,5.30514,439.0
2025-06-11 03:09:00,109709.15,109780.0,109709.14,109774.08,9.92536,2333.0
2025-06-11 03:10:00,109774.08,109774.09,109770.0,109774.08,2.83479,571.0
2025-06-11 03:11:00,109774.08,109774.09,109756.07,109766.77,4.3857,1045.0
2025-06-11 03:12:00,109766.76,109766.77,109760.57,109760.57,2.65679,427.0
2025-06-11 03:13:00,109760.58,109772.93,109760.57,109772.93,2.62951,455.0
2025-06-11 03:14:00,109772.93,109797.63,109772.92,109797.63,1.53581,832.0
2025-06-11 03:15:00,109797.62,109797.63,109779.97,109779.97,2.63635,726.0
2025-06-11 03:16:00,109779.97,109779.97,109733.26,109733.26,4.26718,1951.0
2025-06-11 03:17:00,109733.27,109733.27,109728.87,109728.87,1.19963,236.0
2025-06-11 03:18:00,109728.88,109752.0,109728.87,109731.7,4.40817,995.0
2025-06-11 03:19:00,109731.69,109772.35,109731.69,109772.35,5.59518,784.0
2025-06-11 03:20:00,109772.36,109772.36,109764.13,109764.13,1.19361,259.0
2025-06-11 03:21:00,109764.13,109775.43,109764.13,109775.42,1.53273,419.0
2025-06-11 03:22:00,109775.42,109833.89,109775.42,109833.89,15.64328,2176.0
2025-06-11 03:23:00,109833.89,109858.23,109829.96,109858.22,26.93822,1427.0
2025-06-11 03:24:00,109858.23,109858.23,109842.7,109842.7,6.83259,1033.0
2025-06-11 03:25:00,109842.7,109858.21,109821.98,109821.99,8.00552,1745.0
2025-06-11 03:26:00,109821.99,109821.99,109795.27,109795.28,4.27308,950.0
2025-06-11 03:27:00,109795.28,109795.28,109766.51,109766.51,4.07724,1041.0
2025-06-11 03:28:00,109766.52,109774.16,109766.51,109774.16,1.22501,471.0
2025-06-11 03:29:00,109774.15,109774.16,109768.55,109768.56,0.71938,286.0
2025-06-11 03:30:00,109768.55,109790.86,109768.55,109790.85,1.12175,723.0
2025-06-11 03:31:00,109790.85,109790.86,109754.83,109754.83,3.63032,1310.0
2025-06-11 03:32:00,109754.84,109790.85,109754.83,109790.84,2.49313,1076.0
2025-06-11 03:33:00,109790.85,109798.21,109789.26,109789.27,3.34736,689.0
2025-06-11 03:34:00,109789.27,109796.78,109789.26,109796.78,1.59759,346.0
2025-06-11 03:35:00,109796.77,109796.78,109774.19,109774.2,2.18932,887.0
